"uniprotkb_canonical_ac","database_id","database_label"
"A6NI15-1","NP_001099039.1",""
"P78552-1","NP_001551.1",""
"P16066-1","NP_000897.3",""
"Q02747-1","NP_291031.2",""
"Q6GMR7-1","NP_777572.2",""
"Q6XR72-4","NP_061183.2",""
"Q8N1C3-1","NP_775807.2",""
"P07954-1","NP_000134.2",""
"P46952-1","NP_036337.2",""
"Q9UHN1-1","NP_009146.2",""
"Q96MA1-1","NP_149056.1",""
"Q7RTU4-1","NP_001157877.1",""
"Q6UQ28-1","NP_001138496.1",""
"Q14696-1","NP_055969.1",""
"Q14691-1","NP_066545.3",""
"Q6ZMV8-1","NP_001264332.1",""
"Q6IEU7-1","NP_001004741.1",""
"Q9BYZ2-1","NP_149972.1",""
"Q9UMQ3-1","NP_003649.2",""
"Q16696-1","NP_000757.2",""
"Q16695-1","NP_003484.1",""
"O14818-1","NP_002783.1",""
"Q16690-1","NP_004410.3",""
"Q6GV28-1","NP_001013765.2",""
"O14810-1","NP_006642.1",""
"Q96B33-1","NP_919260.2",""
"Q9UPT9-1","NP_056091.1",""
"Q96HY6-1","NP_076424.1",""
"Q3MHD2-1","NP_689557.1",""
"O60306-1","NP_055506.1",""
"O60307-1","NP_055831.1",""
"P81277-1","NP_056977.1",""
"O60308-1","NP_055519.1",""
"O60309-1","NP_955372.2",""
"P47928-1","NP_001537.1",""
"Q9BV38-1","NP_077005.2",""
"O60906-1","NP_003071.2",""
"Q9UBP8-1","NP_851854.1",""
"Q96L11-1","NP_849151.2",""
"Q8NGS8-1","NP_001004482.1",""
"Q5SZD4-1","NP_001010904.1",""
"P06576-1","NP_001677.2",""
"A2VEC9-1","NP_940857.2",""
"P60903-1","NP_002957.1",""
"Q9H5J8-1","NP_077021.1",""
"P63302-1","NP_003000.1",""
"P11021-1","NP_005338.1",""
"Q9H5J0-1","NP_079060.1",""
"Q9Y661-1","NP_006031.2",""
"Q9NSC7-1","NP_060884.1",""
"Q9UJJ7-1","NP_478072.1",""
"A6NEF3-1","NP_001254465.2",""
"Q9UJJ9-1","NP_115909.1",""
"Q9C009-1","NP_150285.3",""
"P15173-1","NP_002470.2",""
"Q7Z494-1","NP_694972.3",""
"Q13111-1","NP_005474.2",""
"P13284-1","NP_006323.2",""
"Q5VYK3-1","XP_005251907.1",""
"Q5U4P2-1","NP_859069.2",""
"Q53H80-1","NP_060534.1",""
"Q8IUE0-1","NP_631960.1",""
"A7E2F4-1","NP_851422.1",""
"Q8IUE6-1","NP_778235.1",""
"Q9H0L4-1","NP_056050.1",""
"Q9Y543-1","NP_061962.2",""
"Q8N3F9-1","NP_001093122.1",""
"P05177-1","NP_000752.2",""
"A8MUX0-1","NP_001139654.1",""
"Q15828-1","NP_001314.1",""
"O95157-1","NP_009156.2",""
"Q96CF2-1","NP_689497.1",""
"Q15319-1","NP_002691.1",""
"O95154-1","NP_036199.2",""
"P31269-1","NP_689952.1",""
"Q504T8-1","NP_796375.3",""
"P31267-1","NP_076919.1",""
"O95159-1","NP_006773.2",""
"O95158-1","NP_009155.1",""
"Q9NP70-1","NP_057603.1",""
"Q9NP77-1","NP_054907.1",""
"Q96KE9-1","NP_150374.2",""
"A6NDL8-1","NP_001005519.2",""
"Q9BU76-1","NP_077295.1",""
"Q6ZU52-1","NP_055517.3",""
"P18887-1","NP_006288.2",""
"Q9UKG1-1","NP_036228.1",""
"Q969S3-1","NP_219482.1",""
"Q9H1F0-1","NP_542791.1",""
"P43355-1","NP_004979.3",""
"P07766-1","NP_000724.1",""
"P78333-1","NP_004457.1",""
"P78337-1","NP_002644.4",""
"Q9Y217-1","NP_004676.3",""
"Q12840-1","NP_004975.2",""
"P78334-1","NP_004952.2",""
"P18085-1","NP_001651.1",""
"P18084-1","NP_002204.2",""
"P18089-1","NP_000673.2",""
"P60331-1","NP_941964.2",""
"Q9H7T3-1","NP_079162.1",""
"Q9H7T0-1","NP_079040.2",""
"Q9UBY9-1","NP_055239.1",""
"Q8N196-1","NP_787071.2",""
"Q15070-1","NP_005006.3",""
"Q0D2J5-1","NP_001012771.1",""
"Q8TDS4-1","NP_808219.1",""
"Q8TDS7-1","NP_944605.2",""
"O00358-1","NP_004464.2",""
"Q4ZHG4-1","NP_115921.2",""
"Q15075-1","NP_003557.2",""
"P19876-1","NP_002081.2",""
"Q92765-1","NP_001454.2",""
"Q14191-1","NP_000544.2",""
"P46092-1","NP_057686.2",""
"O60687-1","NP_055282.1",""
"O60684-1","NP_036448.1",""
"O60688-1","NP_037445.1",""
"Q96RT7-1","NP_065194.2",""
"A6NMS7-1","NP_055649.4",""
"Q96QV6-1","NP_734466.1",""
"A6NMS3-1","NP_001005517.1",""
"Q7Z6P3-1","NP_001244286.1",""
"O75310-1","NP_001064.1",""
"O75317-1","NP_872294.2",""
"Q8TDV5-1","NP_848566.1",""
"Q8TAD8-1","NP_078976.2",""
"Q8IVL6-1","NP_055077.2",""
"Q5TF58-1","NP_001129737.1",""
"Q8NGV7-1","NP_001005482.1",""
"Q8NGV5-1","NP_001004484.1",""
"Q13087-1","NP_006840.2",""
"O43763-1","NP_057254.1",""
"Q8N907-1","NP_689867.1",""
"Q9UD57-1","NP_001139812.1",""
"Q2M2I8-1","NP_055726.3",""
"P54317-1","NP_005387.2",""
"Q5R3F8-1","NP_443138.2",""
"Q99741-1","NP_001245.1",""
"Q99743-1","NP_002509.2",""
"Q9H4E5-1","NP_065714.1",""
"Q6IN84-1","NP_079140.2",""
"Q8WTX7-1","NP_001032755.1",""
"P51164-1","NP_000696.1",""
"Q7Z7N9-1","NP_955369.1",""
"Q8IWF6-1","NP_689891.1",""
"O15551-1","NP_001297.1",""
"O15550-1","NP_066963.2",""
"Q93077-1","NP_003503.1",""
"O15554-1","NP_002241.1",""
"Q9NU19-1","NP_060242.2",""
"Q9HCI5-1","NP_065983.1",""
"A6NK06-1","NP_001245335.1",""
"Q712K3-1","NP_060281.2",""
"Q7Z794-1","NP_778253.2",""
"Q92616-1","NP_006827.1",""
"Q8WXG9-1","NP_115495.3",""
"Q86SR1-1","NP_938080.1",""
"P0CW27-1","NP_001156386.1",""
"P0CW24-1","NP_116271.3",""
"P0CW23-1","NP_001138666.1",""
"Q9BUN1-1","NP_060330.2",""
"Q5VSR9-1","NP_001009614.1",""
"P0DP71-1","NP_001335132.1",""
"Q15388-1","NP_055580.1",""
"P22914-1","NP_060011.1",""
"Q7Z745-1","NP_775760.3",""
"P09884-1","NP_058633.2",""
"Q16772-1","NP_000838.3",""
"Q96KN4-1","NP_660158.2",""
"Q16778-1","NP_003519.1",""
"Q96KN9-1","NP_699199.2",""
"Q96KN8-1","NP_473449.1",""
"P12035-1","NP_476429.2",""
"Q8TEA1-1","NP_872349.1",""
"Q9Y2C2-1","NP_005706.1",""
"O14604-1","NP_004193.1",""
"Q8N8D1-1","NP_005698.1",""
"Q8TDN2-1","NP_598004.1",""
"Q8TDN1-1","NP_758857.1",""
"Q8TDN7-1","NP_597999.1",""
"P55064-1","NP_001642.1",""
"A0A1B0GUX0-1","NP_001182079.1",""
"P00747-1","NP_000292.1",""
"P51946-1","NP_001230.1",""
"Q9H2C5-1","NP_001005160.1",""
"Q8IYB1-1","NP_848591.2",""
"Q9H2C1-1","NP_071758.1",""
"Q9H2C0-1","NP_071324.1",""
"O14543-1","NP_003946.3",""
"Q9NVJ2-1","NP_060654.1",""
"Q08AG7-1","NP_001065243.1",""
"P30679-1","NP_002059.3",""
"P52945-1","NP_000200.1",""
"Q8IYB0-1","NP_001288780.1",""
"P50440-1","NP_001473.1",""
"Q96GQ7-1","NP_060365.7",""
"Q96GQ5-1","NP_073581.2",""
"P45877-1","NP_000934.1",""
"Q9Y572-1","NP_006862.2",""
"Q9NQ03-1","NP_149120.1",""
"A6NGB9-1","NP_001073998.2",""
"Q86X83-1","NP_057178.2",""
"Q9C0B1-1","NP_001073901.1",""
"Q9C0B0-1","NP_001073888.2",""
"Q3LI61-1","NP_853647.1",""
"Q9C0B9-1","NP_060212.4",""
"Q5T036-1","NP_942138.2",""
"P20749-1","NP_005169.2",""
"Q09472-1","NP_001420.2",""
"A6NGA9-1","NP_001073931.1",""
"P05090-1","NP_001638.1",""
"Q93099-1","NP_000178.2",""
"A6NP61-1","NP_001130043.1",""
"Q9P241-1","NP_065186.3",""
"Q9BZM1-1","NP_110448.2",""
"Q9BZM5-1","NP_079493.1",""
"Q9BZM4-1","NP_078794.1",""
"Q9Y536-1","NP_001137355.1",""
"Q9Y534-1","NP_055275.1",""
"Q4G0G5-1","NP_001020762.1",""
"O75817-1","NP_005828.2",""
"Q9BTV7-1","NP_112492.2",""
"C9JVI0-1","NP_001243783.1",""
"Q5VVP1-1","NP_001138668.1",""
"Q9UJ14-1","NP_821158.2",""
"Q6PK04-1","NP_954981.1",""
"Q0VDD7-1","NP_077299.3",""
"P12544-1","NP_006135.1",""
"P21728-1","NP_000785.1",""
"P17516-1","NP_001809.3",""
"Q3SYC2-1","NP_079374.2",""
"O95838-1","NP_004237.1",""
"Q86W67-1","NP_001035800.1",""
"O15230-1","NP_005551.3",""
"O95832-1","NP_066924.1",""
"O15239-1","NP_004532.1",""
"Q01664-1","NP_003214.1",""
"Q9NRN7-1","NP_056238.2",""
"Q5T1C6-1","NP_444283.2",""
"Q96Q06-1","NP_001073869.1",""
"Q9NSY2-1","NP_871629.1",""
"Q9NSY0-3","NP_848659.2",""
"Q5U5Q3-1","NP_057710.3",""
"I6L899-1","NP_001269413.1",""
"Q9UK73-1","NP_056137.1",""
"P0C7Q6-1","NP_001096084.1",""
"P0C7Q5-1","NP_001269229.1",""
"Q6P9A2-1","NP_940918.2",""
"Q13562-1","NP_002491.2",""
"Q9H3K2-1","NP_055209.2",""
"Q92858-1","NP_005163.1",""
"P24158-1","NP_002768.3",""
"Q9NWB6-1","NP_060481.3",""
"Q8IW03-1","NP_942146.2",""
"P98172-1","NP_004420.1",""
"Q02509-1","NP_001073868.2",""
"Q04760-1","NP_006699.2",""
"Q6P9B9-1","NP_085131.1",""
"P04054-1","NP_000919.1",""
"P26374-1","NP_001812.2",""
"P26371-1","NP_005544.4",""
"Q9H903-4","NP_001138450.1",""
"P00748-1","NP_000496.2",""
"Q7Z5M5-1","NP_001074001.1",""
"Q8WWF5-1","NP_859061.3",""
"A6NIX2-1","NP_001073905.1",""
"Q9UHL4-1","NP_037511.2",""
"P41273-1","NP_003802.1",""
"P60673-1","NP_001025057.1",""
"Q6X4T0-1","NP_689532.1",""
"Q6PGQ1-1","NP_057533.2",""
"Q9NTN3-1","NP_055954.1",""
"Q6ZMT4-1","NP_085150.1",""
"O94874-1","NP_056138.1",""
"O14836-1","NP_036584.1",""
"Q9BYX4-1","NP_071451.2",""
"P04440-1","NP_002112.3",""
"Q9H4X1-1","NP_054778.2",""
"Q5VXM1-1","NP_963840.2",""
"P50222-1","NP_005915.2",""
"Q9UPZ6-1","NP_056019.1",""
"Q96G42-1","NP_612442.2",""
"Q8NEY3-1","NP_653245.2",""
"P63098-1","NP_000936.1",""
"Q6GPI1-1","NP_001020371.3",""
"Q9UBR2-1","NP_001327.2",""
"Q9UBR1-1","NP_057411.1",""
"Q14210-1","NP_003686.1",""
"Q96RD7-1","NP_056183.2",""
"A6NJI9-1","NP_001182209.1",""
"F5H284-1","NP_001157733.1",""
"Q86VY4-1","NP_277047.2",""
"A0A1B0GVM6-1","NP_001177391.1",""
"P61626-1","NP_000230.1",""
"Q8NGJ0-1","NP_001004728.1",""
"Q9BQM9-1","NP_543015.1",""
"Q5C9Z4-1","NP_612409.1",""
"Q9ULW6-1","NP_068798.1",""
"Q7L0Q8-1","NP_067028.1",""
"Q6UX52-1","NP_001156547.1",""
"Q96DT5-1","NP_001264044.1",""
"Q8WTT2-1","NP_071896.8",""
"Q9ULW2-1","NP_009128.1",""
"Q6UWT4-1","NP_996849.2",""
"Q9BPW5-1","NP_076429.1",""
"Q5VWM6-1","NP_001278309.1",""
"Q5VWM5-1","NP_001091846.1",""
"Q9H741-1","NP_079014.1",""
"O95057-1","NP_660156.1",""
"Q9BXI2-1","NP_114153.1",""
"P47944-1","NP_116324.1",""
"P51570-1","NP_000145.1",""
"Q8NGI7-1","NP_001005324.1",""
"Q8IUC1-1","NP_787054.1",""
"Q8IUC6-1","NP_891549.1",""
"P51575-1","NP_002549.1",""
"Q8IUC4-1","NP_149094.3",""
"P52888-1","NP_003240.1",""
"Q6P1X6-1","NP_001001795.1",""
"P05154-1","NP_000615.3",""
"O95136-1","NP_004221.3",""
"Q8N283-1","NP_653299.4",""
"Q07687-1","NP_004396.1",""
"P51685-1","NP_005192.1",""
"Q6ZT52-1","NP_997217.1",""
"P51688-1","NP_000190.1",""
"Q9H6T0-1","NP_079215.2",""
"Q2L4Q9-1","NP_001034592.1",""
"Q9NP98-1","NP_067068.1",""
"P22492-1","NP_005314.2",""
"Q9NP95-1","NP_062825.1",""
"Q9NP90-1","NP_057454.1",""
"Q9NP92-1","NP_057724.2",""
"Q9P021-1","NP_054890.1",""
"Q12798-1","NP_004057.1",""
"O75509-1","NP_055267.1",""
"Q6PJQ5-1","NP_940853.1",""
"A5A3E0-1","NP_001093241.1",""
"Q96ER3-1","NP_612430.2",""
"A8MZ36-1","NP_001138599.1",""
"Q9Y235-1","NP_006780.1",""
"Q9HBH5-1","NP_065956.1",""
"P10515-1","NP_001922.2",""
"Q9HBH0-1","NP_061907.2",""
"Q9HBH1-1","NP_071736.1",""
"Q9UL49-3","NP_006593.2",""
"Q5HY92-1","NP_060556.2",""
"Q7L8S5-1","NP_997203.1",""
"Q14432-1","NP_000912.3",""
"Q9H0R6-1","NP_060762.3",""
"P15586-1","NP_002067.1",""
"Q5HY98-1","NP_001010851.1",""
"P69849-1","NP_001004067.1",""
"O43623-1","NP_003059.1",""
"Q9BTK6-1","NP_078792.1",""
"P56748-1","NP_955360.1",""
"Q96HY7-1","NP_061176.3",""
"Q8TDU9-1","NP_871001.1",""
"A6NDN3-1","NP_061122.4",""
"O75973-1","NP_006679.1",""
"Q6PEY1-1","NP_981956.1",""
"P01350-1","NP_000796.1",""
"P0C264-1","NP_001186753.1",""
"P49069-1","NP_001736.1",""
"A1L167-1","NP_001138633.1",""
"P35542-1","NP_006503.2",""
"O75487-1","NP_001439.2",""
"A1L162-1","NP_001276876.1",""
"P35544-1","NP_001988.1",""
"Q5VU36-1","NP_001107013.1",""
"O75489-1","NP_004542.1",""
"P35548-1","NP_002440.2",""
"A1L168-1","NP_001009612.1",""
"Q8NEF9-1","NP_689759.2",""
"Q8TES7-1","NP_001306122.1",""
"Q3KQV3-1","NP_787068.3",""
"Q9UL45-1","NP_036520.1",""
"O60662-1","NP_006054.2",""
"P17980-1","NP_002795.2",""
"P17987-1","NP_110379.2",""
"Q96NJ1-1","NP_689784.1",""
"Q6UWY0-1","NP_937793.1",""
"Q96JB2-1","NP_113619.2",""
"Q8N729-1","NP_001092926.2",""
"Q9NXH8-1","NP_060193.2",""
"P08700-1","NP_000579.2",""
"P20264-1","NP_006227.1",""
"P20265-1","NP_005595.2",""
"Q9NU53-1","NP_620140.1",""
"Q8IVB4-1","NP_775924.1",""
"P14061-1","NP_000404.2",""
"Q8NGT5-1","NP_001001658.1",""
"Q15847-1","NP_006820.1",""
"B4E2M5-1","NP_001155907.2",""
"P61803-1","NP_001335.1",""
"Q8N431-1","NP_778232.2",""
"Q96DI7-1","NP_004805.2",""
"Q9NQX5-1","NP_056207.3",""
"P42285-1","NP_056175.3",""
"Q9H3Y6-1","NP_543013.1",""
"Q9NPA2-1","NP_071913.1",""
"P68871-1","NP_000509.1",""
"Q9Y5X2-1","NP_037453.1",""
"Q9Y5X1-1","NP_057308.1",""
"Q8N4F0-1","NP_079503.1",""
"A8MXD5-1","NP_001073945.1",""
"Q8N4F4-1","NP_775857.2",""
"Q8N4F7-1","NP_775933.1",""
"Q8N653-1","NP_006758.2",""
"Q9BV90-1","NP_078847.1",""
"Q7Z7L8-1","NP_001138505.1",""
"P42704-1","NP_573566.2",""
"O95868-1","NP_067069.2",""
"Q86Y79-1","NP_001002913.1",""
"A6NFX1-1","NP_001333809.1",""
"Q9NZ45-1","NP_060934.1",""
"B7Z6K7-1","NP_001138461.1",""
"Q14126-1","NP_001934.2",""
"Q96B49-1","NP_001127965.1",""
"Q86SP6-1","NP_001033794.1",""
"P0CW00-1","NP_001230650.1",""
"Q1RMZ1-1","NP_689769.2",""
"Q8TDY3-1","NP_536356.3",""
"Q9BUL9-1","NP_060263.2",""
"Q6ZVK8-1","NP_079091.3",""
"Q5TGZ0-1","NP_001027535.1",""
"P33992-1","NP_006730.2",""
"Q9UFE4-1","NP_852091.1",""
"Q6ZR08-1","NP_940966.2",""
"Q86UY8-1","NP_001026871.1",""
"Q3KNS1-1","NP_001030014.2",""
"P03951-1","NP_000119.1",""
"A8MU93-1","NP_001098990.1",""
"A6NKG5-1","NP_001128360.1",""
"Q71RS6-1","NP_995322.1",""
"Q06520-1","NP_003158.2",""
"Q06033-1","NP_002208.3",""
"P10746-1","NP_000366.1",""
"Q9NWT6-1","NP_060372.2",""
"Q9NWT1-1","NP_060376.2",""
"P47888-1","NP_036505.2",""
"Q3ZCQ2-1","NP_001014301.1",""
"Q9Y5U8-1","NP_057182.1",""
"Q9UQM7-1","NP_741960.1",""
"P61088-1","NP_003339.1",""
"P41732-1","NP_004606.2",""
"Q96E52-1","NP_660286.1",""
"Q96K78-1","NP_116176.2",""
"Q96MZ4-1","NP_694572.1",""
"P00739-1","NP_066275.3",""
"Q9NQ35-1","NP_065696.1",""
"Q8NBQ7-1","NP_766627.1",""
"Q8NBQ5-1","NP_057329.3",""
"Q13585-1","NP_004215.2",""
"Q8IY34-1","NP_057666.1",""
"Q9H5H4-1","NP_078947.3",""
"O14529-1","NP_056082.2",""
"P47775-1","NP_005279.1",""
"P62266-1","NP_001016.1",""
"Q9NYM9-1","NP_001092257.1",""
"Q96BA8-1","NP_443086.1",""
"Q9UBX5-1","NP_006320.2",""
"Q96GS4-1","NP_060092.2",""
"P06132-1","NP_000365.3",""
"Q86XE0-1","NP_689973.2",""
"Q9BXY0-1","NP_115898.2",""
"Q86XE3-1","NP_859074.1",""
"Q4KMQ1-1","NP_001121700.2",""
"Q9H8P0-1","NP_078868.1",""
"O75078-1","NP_002381.2",""
"Q9H799-1","NP_075561.3",""
"A6NHQ4-1","NP_001124149.1",""
"O00623-1","NP_000277.1",""
"A6NIH7-1","NP_001074002.1",""
"Q0P6D6-1","NP_079280.2",""
"O00755-1","NP_004616.2",""
"Q6UXE8-1","NP_932079.1",""
"Q0P6D2-1","NP_001037834.2",""
"P39687-1","NP_006296.1",""
"Q13873-1","NP_001195.2",""
"Q9UMS4-1","NP_055317.1",""
"P08758-1","NP_001145.1",""
"Q9Y6A9-1","NP_054760.3",""
"Q9Y6A4-1","NP_037374.1",""
"C9JPN9-1","NP_001243782.1",""
"P22004-1","NP_001709.1",""
"Q5JRC9-1","NP_981953.2",""
"P57086-1","NP_057642.1",""
"P30086-1","NP_002558.1",""
"P52435-1","NP_006225.1",""
"Q96AY3-1","NP_068758.3",""
"Q96AY4-1","NP_001138890.1",""
"Q9UJ37-1","NP_006447.2",""
"O95858-1","NP_036471.1",""
"Q15124-1","NP_068800.2",""
"Q15125-1","NP_006570.1",""
"P24390-1","NP_006792.1",""
"Q86W47-1","NP_055320.4",""
"Q9H0W8-1","NP_061981.2",""
"Q6PJG6-1","NP_689956.2",""
"Q8TF63-1","NP_570900.1",""
"Q8TF64-1","NP_573568.1",""
"Q92826-1","NP_006352.2",""
"Q9UIG5-1","NP_054787.2",""
"P83105-1","NP_710159.1",""
"Q8N6G2-1","NP_689538.1",""
"Q3ZCQ3-1","NP_997329.2",""
"Q7RTS7-1","NP_778223.2",""
"Q9Y6W3-1","NP_055111.1",""
"P04731-1","NP_005937.2",""
"Q7RTS3-1","NP_835455.1",""
"Q86XM0-1","NP_689997.3",""
"Q96LA9-1","NP_473373.2",""
"Q96LA8-1","NP_060607.2",""
"P51861-1","NP_004056.2",""
"P26717-1","NP_002251.2",""
"Q969G9-1","NP_149110.1",""
"Q969G2-1","NP_203129.1",""
"O75879-1","NP_004555.1",""
"Q969G6-1","NP_060809.3",""
"Q92871-1","NP_002667.2",""
"Q6QHK4-1","NP_001004311.2",""
"Q8TD84-1","NP_065744.2",""
"Q8TD86-1","NP_619650.2",""
"Q6ICI0-1","NP_001001663.1",""
"Q8N0U7-1","NP_689590.1",""
"A6NL08-1","NP_001005497.1",""
"Q5HYI8-1","NP_776186.2",""
"Q5TCM9-1","NP_848525.1",""
"Q14525-1","NP_002270.1",""
"P04070-1","NP_000303.1",""
"Q68CR7-1","NP_001019782.1",""
"Q9H307-1","NP_002678.2",""
"Q96PC3-1","NP_001034658.1",""
"A6NGB0-1","NP_001193981.1",""
"P07919-1","NP_005995.2",""
"Q9Y586-1","NP_006430.1",""
"Q2VPB7-1","NP_612377.4",""
"Q9Y584-1","NP_037469.2",""
"Q7Z2K6-1","NP_079172.2",""
"Q9Y585-1","NP_036484.1",""
"O75293-1","NP_056490.2",""
"Q7Z2K8-1","NP_443131.2",""
"P08183-1","NP_000918.2",""
"Q96RY5-1","NP_065876.3",""
"Q9NYQ6-1","NP_055061.1",""
"Q9NYQ7-1","NP_001398.2",""
"Q96G61-1","NP_060629.2",""
"P13535-1","NP_002463.2",""
"P54296-1","NP_003961.3",""
"Q6P0A1-1","NP_001157851.1",""
"Q6NVV3-1","NP_997213.1",""
"O60346-1","NP_919431.2",""
"O60347-1","NP_056003.1",""
"Q8IXB3-1","NP_758955.2",""
"Q9UBT2-1","NP_005490.1",""
"Q5SV17-1","NP_001108220.1",""
"P61018-1","NP_057238.3",""
"Q13459-1","NP_004136.2",""
"P49642-1","NP_000937.1",""
"Q9H223-1","NP_644670.1",""
"O15457-1","NP_002431.2",""
"Q06203-1","NP_002694.3",""
"Q4VNC0-1","NP_940907.2",""
"P14543-1","NP_002499.2",""
"Q8NB46-1","NP_775866.2",""
"P12268-1","NP_000875.2",""
"P17081-1","NP_036381.2",""
"Q8IVF4-1","NP_997320.2",""
"Q86W54-1","NP_919272.1",""
"P61278-1","NP_001039.1",""
"Q8NGP4-1","NP_001004742.2",""
"O95076-1","NP_006483.2",""
"Q96DV4-1","NP_115867.2",""
"Q96L91-1","NP_056224.3",""
"A4D1T9-1","NP_001008271.2",""
"P51512-1","NP_005932.2",""
"Q5J5C9-1","NP_001011878.1",""
"A0FGR8-1","NP_065779.1",""
"Q9H0H3-1","NP_071925.2",""
"O15121-1","NP_003667.1",""
"Q9BUW7-1","NP_077017.1",""
"Q9H8K7-1","NP_079218.2",""
"Q16829-1","NP_001938.2",""
"P80108-1","NP_001494.2",""
"Q96T92-1","NP_115983.3",""
"Q6NZY4-1","NP_060082.2",""
"A4D2H0-1","NP_001008747.1",""
"Q0VDF9-1","NP_057383.2",""
"A0A087WVF3-1","NP_001278394.1",""
"Q8N474-1","NP_003003.3",""
"P38432-1","NP_004636.1",""
"Q96T25-1","NP_149123.2",""
"Q14896-1","NP_000247.2",""
"U3KQK1-1","NP_001239058.1",""
"Q14894-1","NP_001879.1",""
"Q8N5C6-1","NP_060549.4",""
"Q8N5C1-1","NP_714922.1",""
"Q8NGF0-1","NP_001005162.2",""
"O94919-1","NP_055851.1",""
"Q15327-1","NP_055206.2",""
"Q5HYW3-1","NP_001019626.1",""
"Q5TYW2-1","NP_115626.2",""
"Q8WZ74-1","NP_219499.1",""
"P54849-1","NP_001414.1",""
"P21781-1","NP_002000.1",""
"P02538-1","NP_005545.1",""
"Q9Y399-1","NP_057118.1",""
"P02533-1","NP_000517.2",""
"P09341-1","NP_001502.1",""
"P04264-1","NP_006112.3",""
"P42025-1","NP_005726.1",""
"Q9BTM1-1","NP_808760.1",""
"Q11128-1","NP_002025.2",""
"Q8ND23-1","NP_612369.3",""
"O60503-1","NP_001107.2",""
"Q6TGC4-1","NP_997304.3",""
"Q5T9Z0-1","NP_741997.3",""
"A6NDH6-1","NP_001005515.1",""
"Q6UXV4-1","NP_940852.3",""
"P49006-1","NP_075385.1",""
"P53803-1","NP_005025.1",""
"Q8WVH0-1","NP_001025176.1",""
"Q66K41-1","NP_001229633.1",""
"Q9Y3D7-1","NP_057153.8",""
"Q9Y3D0-1","NP_057146.1",""
"P35218-1","NP_001730.1",""
"O75467-1","NP_055162.1",""
"B9EJG8-1","NP_001073975.1",""
"O75462-1","NP_004741.1",""
"P27707-1","NP_000779.1",""
"Q9BRP1-1","NP_115722.1",""
"P59541-1","NP_001091112.1",""
"Q8TEQ0-1","NP_115543.3",""
"Q9NZH5-1","NP_006598.2",""
"Q6UW60-1","NP_060043.2",""
"Q5TCX8-1","NP_115811.2",""
"P25963-1","NP_065390.1",""
"O60478-1","NP_003263.1",""
"P00395-1","YP_003024028.1",""
"Q9H553-1","NP_149078.1",""
"Q6ZQY3-1","NP_997242.2",""
"Q9BXA6-1","NP_114426.1",""
"Q8NGR2-1","NP_001004453.2",""
"P08567-1","NP_002655.2",""
"Q9BXF6-1","NP_056285.1",""
"Q8NGR9-1","NP_001004457.1",""
"O75607-1","NP_008924.1",""
"P01375-1","NP_000585.2",""
"Q8N412-1","NP_777612.1",""
"Q8N414-1","NP_001245240.1",""
"A6NEV1-1","NP_001128131.1",""
"P47985-1","NP_005994.2",""
"Q14774-1","NP_068777.1",""
"P58166-1","NP_113667.1",""
"Q9NPC8-1","NP_058628.3",""
"Q9NPC6-1","NP_057683.1",""
"Q147X3-1","NP_001011713.2",""
"Q12988-1","NP_006299.1",""
"B0YJ81-1","NP_055056.3",""
"P0DMW2-1","NP_001306896.1",""
"Q8IVW8-1","NP_001118230.1",""
"Q5TAB7-1","NP_001009994.1",""
"Q9NZ63-1","NP_057604.1",""
"P31930-1","NP_003356.2",""
"P02655-1","NP_000474.2",""
"Q9H9Y4-1","NP_060536.3",""
"Q9H9Y2-1","NP_079341.2",""
"O95685-1","NP_006233.1",""
"Q9NZ20-1","NP_056530.2",""
"Q02643-1","NP_000814.2",""
"O15514-1","NP_004796.1",""
"Q02318-1","NP_000775.1",""
"Q8IWB7-1","NP_065881.1",""
"A6NN14-1","NP_001229609.1",""
"A6NK44-1","NP_001073958.2",""
"O43187-1","NP_001561.3",""
"O43186-1","NP_000545.1",""
"Q5SXM8-1","NP_001074318.1",""
"Q9HC58-1","NP_065740.2",""
"O43181-1","NP_002486.1",""
"Q16558-1","NP_004128.1",""
"Q8N697-1","NP_663623.1",""
"P15880-1","NP_002943.2",""
"Q16552-1","NP_002181.1",""
"P31939-1","NP_004035.2",""
"Q5MNZ6-1","NP_062559.2",""
"P62760-1","NP_003376.2",""
"P0C8F1-1","NP_001138346.1",""
"Q5SSQ6-1","NP_001034740.1",""
"Q6ZST4-1","NP_997393.3",""
"Q8NCS4-1","NP_001182085.1",""
"Q08881-1","NP_005537.3",""
"Q8N7Z2-1","NP_001001413.3",""
"Q16739-1","NP_003349.1",""
"Q8N7Z5-1","NP_001157915.1",""
"Q6L8G8-1","NP_001012521.1",""
"Q5BJF2-1","NP_055388.2",""
"Q53LP3-1","NP_075392.2",""
"Q6L8G4-1","NP_001005405.1",""
"Q96PX6-1","NP_001073902.1",""
"O14641-1","NP_004413.1",""
"Q96MS0-1","NP_071765.2",""
"P60022-1","NP_005209.1",""
"B9A064-1","NP_001171597.1",""
"E2RYF7-1","NP_001335178.1",""
"Q96PX9-1","NP_443141.3",""
"Q9P0U1-1","NP_061932.1",""
"P49588-1","NP_001596.2",""
"Q92665-1","NP_005821.2",""
"Q8WXC3-1","NP_690865.1",""
"Q76NI1-1","NP_689856.6",""
"Q9UNI1-1","NP_001962.3",""
"Q9UNI6-1","NP_009171.1",""
"Q96E35-1","NP_612471.1",""
